<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
RI.RTSI,1,20180103,12:51:00,1171.8000000,1171.8200000,1171.6000000,1171.6300000,279094
RI.RTSI,1,20180103,12:52:00,1171.6300000,1171.6300000,1171.4600000,1171.5400000,538629
RI.RTSI,1,20180103,12:53:00,1171.5400000,1171.6900000,1171.3700000,1171.3700000,902711
RI.RTSI,1,20180103,12:54:00,1171.3700000,1171.5000000,1171.2900000,1171.4200000,96040
RI.RTSI,1,20180103,12:55:00,1171.4200000,1171.5100000,1171.3900000,1171.4600000,244187
RI.RTSI,1,20180103,12:56:00,1171.4600000,1171.5000000,1171.3400000,1171.4000000,208386
RI.RTSI,1,20180103,12:57:00,1171.4000000,1171.4800000,1171.3500000,1171.4800000,218561
RI.RTSI,1,20180103,12:58:00,1171.4900000,1171.5700000,1171.2400000,1171.4900000,339422
RI.RTSI,1,20180103,12:59:00,1171.5100000,1171.5600000,1171.2100000,1171.2800000,189605
RI.RTSI,1,20180103,13:00:00,1171.3100000,1171.4900000,1171.2300000,1171.4600000,912363
RI.RTSI,1,20180103,13:01:00,1171.5400000,1171.7500000,1171.5200000,1171.5600000,721571
RI.RTSI,1,20180103,13:02:00,1171.5600000,1171.6400000,1171.4600000,1171.4900000,170475
RI.RTSI,1,20180103,13:03:00,1171.4900000,1171.6100000,1171.2000000,1171.2000000,321490
RI.RTSI,1,20180103,13:04:00,1171.1900000,1171.2500000,1170.8000000,1170.8600000,273171
RI.RTSI,1,20180103,13:05:00,1170.8800000,1171.2400000,1170.8800000,1171.1900000,447127
RI.RTSI,1,20180103,13:06:00,1171.2000000,1171.5500000,1171.1600000,1171.5000000,313986
RI.RTSI,1,20180103,13:07:00,1171.5600000,1171.7300000,1171.0400000,1171.0400000,500983
RI.RTSI,1,20180103,13:08:00,1171.1500000,1171.2400000,1171.1300000,1171.1300000,291180
RI.RTSI,1,20180103,13:09:00,1171.1300000,1171.2100000,1171.0000000,1171.1100000,651386
RI.RTSI,1,20180103,13:10:00,1171.1100000,1171.1300000,1171.0700000,1171.1200000,124666
RI.RTSI,1,20180103,13:11:00,1171.0800000,1171.2500000,1171.0800000,1171.1400000,146688
RI.RTSI,1,20180103,13:12:00,1171.1000000,1171.1600000,1170.6200000,1170.7800000,303969
RI.RTSI,1,20180103,13:13:00,1170.7800000,1170.7900000,1170.4500000,1170.7000000,338007
RI.RTSI,1,20180103,13:14:00,1170.7000000,1171.1200000,1170.7000000,1170.9700000,630180
RI.RTSI,1,20180103,13:15:00,1170.9700000,1171.1300000,1170.9700000,1171.0000000,234956
